course_id,title,platform,subscribers
907444,SAP FICO For Beginners - A Guide to SAP Financial Accounts,u,1444
317030,Learn how to double your Forex Trading Account in one trade,u,2900
891490,"Accounting Superpowers: Learn Accounts, Understand Business!",u,1437
1070886,Python Algo Trading: FX Trading with Oanda,u,453
812616,Save on Your Taxes,u,2437
407984,Financial Model Basics: Build a model from start to finish,u,5057
214046,Option Trading for Rookies: The Covered Call Option Strategy,u,6092
512400,EFT for Stock Options Trading Success & Making Better Trades,u,4530
377370,Learn to Trade the Stock Market without Blowing Your Profits,u,6967
1175694,Get a Credit Repair Publication On Amazon and Live LIFE..,u,727
945750,Fundamentals of Accounting,u,1560
1085580,"RSI, Options Trading & Technical Analysis (3 Course Bundle)",u,1047
1188410,Basics of Mutual Funds for CA / CMA / CS / CFA Exams,u,1045
402836,Accounting 101: How to read an Accounting Balance Sheet,u,3050
588764,Stock Options Day Trading Mindset for Success,u,2988
576946,Introduction to bookkeeping and Accounting,u,2623
543242,Learn to Trade The News,u,1924
502240,"Value Investing, Taught by Six Superinvestors",u,3804
598266,Trading for everyone - The Independent Investor Course I,u,4133
814068,Get Acquired: Learn From The Head Of Acquisitions For eBay,u,1420
1076920,Stock Market investment: Practical Accounting,u,1120
1103272,"How to remove 'Risk from Penny Stocks - Options Trading""",u,668
441112,Accounting Basics in 66 Minutes (absolutely for beginners),u,4086
1022108,"Tax Accounting: Difficult Topic, Made Easy to Understand",u,1033
1028030,Analysis of Company Financial Statements,u,832
1018380,Forex Trading Like Banks – Step by Step with Live Examples,u,677
575676,Fundamentals of Investing!,u,3125
1105216,Bank Financial Management A Comprehensive Study,u,1081
936328,Learn to Trade Forex and Stocks: From Beginner to Advanced,u,1645
43441,"Master 'Technical Analysis and Chart reading skills Bundle""",u,3348
1103718,Naked Put Options Trade Covered Call & Poor Man Covered Call,u,939
584410,The Ultimate Guide to Dividend & Dividend Growth Investing,u,2115
625568,Charting for Beginners 101: Technical Analysis Demystified,u,2230
297742,Build a DCF Valuation Model,u,2053
24877,Introductory Financial Accounting,u,1793
1188742,Introduction to Cryptocurrencies and Blockchain,u,3775
597716,Trade Pullback Candlestick Strategy - Make Consistent Pips,u,521
415802,Accounting Standards Basics (Professional Course Level),u,2222
323950,Use the Magic Multiple Moving Average Forex Trading system,u,1097
488818,QuickBooks 2015 Training for Newbies,u,2506
610890,TRADING PSYCHOLOGY: Trading Mindset Mastery,u,975
638980,Option Trading: How to Adjust Delta-Neutral Strangles!,u,1398
599684,Profitable binary option trading strategy,u,1096
332848,Tax Strategy: Financial Planning for Beginners,u,1703
354324,Accounting 2 Simplified for You,u,1446
379682,Project Funding Modelling (for Professionals),u,2736
319020,Investing: How I Consistently Beat The Stock Market,u,2000
713258,Bookkeeping Basics:  Understand the Fundamentals,u,853
537884,Leasing - A Comprehensive Study (Professional Course Level),u,3094
919906,Trading Options For Consistent Returns: Options Basics,u,4077
46010,TechniTrader Leading Hybrid Indicator Trading,u,4117
777932,Financial modeling: Build a DCF equity valuation model,u,1369
773934,CryptoArbitrager: Bitcoin Trading Robot (no mining),u,1224
221306,Accounting Is Easy (for Beginners),u,3870
830994,Non Directional Weekly Options Trading System - ETF & Emini,u,897
723510,The Complete Position Trading Course: Position Trading Stock,u,1311
42643,Master Iron Condors - Double the credit for half the risk,u,1338
411778,Basics of investing in Mutual Funds,u,1589
366514,A Value Investing Approach to the Stock Market,u,1189
471588,Learn how to INVEST for huge profits or make it big trading!,u,701
390096,"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",u,1105
607876,Mastering Candlestick Charting : High Probability Trading,u,123
249950,Binary Options Course - Level 2,u,5874
792216,Stock Technical Analysis with R,u,354
45139,"Get to know the VIX Index (aka 'The Fear Index)""",u,727
692176,Apply finance concepts for smart project management,u,3465
1224262,Introduction to Futures Trading and Live Trade Demonstration,u,54
598094,Crowdfunding to Win,u,627
40039,Comprehensive Forex Mastery Program,u,650
1266148,Preparation of Consolidated Financial Statements (Basic),u,965
791422,Succeed in Bonds Even if You Don't Know Where to Start,u,1113
352150,Learn to Trade for Profit: Ten Most Profitable Trading Rules,u,739
791436,Succeed in Lotto Even if You Don't Know Where to Start!,u,1201
537878,CFA Corporate Finance Level 2,u,2474
923184,Pin Bars: The Most Powerful Forex Trading Signal,u,494
476256,Stock Options Trades Using Interactive Brokers,u,1580
552504,Introduction to Options - Strategies For Consistent Profits,u,617
537888,Risk in Forex Transactions - for CA / CS / CFA exams,u,2235
385686,Basics of Business Statistics (College Level),u,2293
738900,"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",u,1094
57415,Interpreting Financial Statements,u,1449
155344,Introduction to Bookkeeping (Accounting),u,3251
42491,CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,u,607
511952,Investment Banking: How to Land a Job on Wall Street,u,1218
530246,Learn To Invest In Index Funds and ETFs In 7 Easy Steps,u,1132
862786,Financial modeling: Build a multiples valuation model,u,656
165122,Trade Recap I - A Real Look at Futures Options Markets,u,3339
530768,Advanced Stock Options for Serious Equity Investors!,u,1271
218416,Trading Binary Options for Fun and Profit,u,1574
619296,CFA: Fast Track your career in Finance,u,1393
717278,How to be a Profitable Forex Trader,u,1029
445916,Excel Dashboard - Interactive Excel Dashboard and Charts,u,843
267984,Accounting 101: Learn Business Finance Forecasting in 60mins,u,1730
180362,The Securities Trade Lifecycle,u,1182
364810,Double your Forex Account using the MAGIC MA trading robot,u,1160
692722,Technical Analysis 101: How to Profit During Market Crashes,u,1730
298558,Advanced Accounting for Investment Banking,u,1260
480752,Investing In Stocks With 10 Simple Rules,u,871
637922,Venture Capital. What is it and Why it Matters to You!,u,1566
337320,Cash Flow Valuation: Develop Your Financial Literacy,u,2987
876646,Direction-Independ Trading - Elite Forex Traders  Strategy,u,973
529424,How to Become a Financial Analyst from Scratch!,u,2177
720814,First Steps to Trading the Forexmarkets : Technical Analysis,u,1772
515326,Financial analysis: Compare performance of companies,u,1850
1218552,Forex for Beginners: Easy Forex Trading for Beginners,u,1780
851106,Investment Crowdfunding 101 (a.k.a Equity Crowdfunding),u,4607
429308,Read financial statements like a pro,u,12
302450,10 Numbers Every Business Owner Should Know,u,13
1117834,Learn How To Trade Gold In 2017,u,2
190816,IAS 18 - Revenue,u,2571
244000,Forex Trading: The High ROI Forex Trading End of Day Course,u,8
429482,Fundraise the Simplified Way: A Crowdfunding Blueprint,u,7
831940,Fundamentals of Accounting for Business Owners,u,217
833770,Practical Financial Statement Analysis,u,22
658764,Forex Management - Detailed Study for CA / CS / CFA Exams,u,131
707224,Financial Statement Review 101:  How to Find Errors,u,5
64739,Professional Risk Manager (PRM) Certification: Level 1,u,116
907716,International Tax  - Tax Beyond boundaries,u,27
1030976,The Complete Financial Statement Analysis Course,u,912
722682,Advanced Excel functions,u,1964
1122146,Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),u,1033
808506,Candlestick Analysis For Professional Traders,u,913
673016,Build A Career In Forex Trading- Learn Fundamental Analysis,u,2092
358062,Financial Modeling: Build a Complete DCF Valuation Model,u,2240
372234,Hands-on Financial Modeling (With 6 Excel Templates),u,4601
822514,CAIIB Advanced Bank Management (Part I),u,2953
1045726,Stock Market investment:Non financial fundamental analysis,u,1091
943426,Learn How to Play CashFlow Game,u,1459
46927,Basics of Business Finance,u,4855
567070,Accounting Made Easy 2,u,4034
867440,"Bitcoin: el futuro del dinero, hoy",u,57
501996,Aprende a invertir practicando,u,26
1103590,Trading con retrocesos de Fibonacci,u,14
1172370,Mit Finanzwissen zu besserem Unternehmertum,u,49
673702,Como hacer empresa en 10 sesiones prácticas,u,11
821108,المحاسبة للإداريين و غير المحاسبين,u,9
863998,株式投資で本当のファンダメンタル分析ができるようになる,u,91
822926,Curso de Trading práctico basado en casos reales,u,44
666254,Curso Avanzado de Trading,u,106
421546,สอนเทรดไบนารี่ อ๊อฟชั่นอย่างง่าย,u,2079
518886,MQL4 Tutorial Golden Goose,u,135
868128,Análise de Concessão de Crédito,u,31
986034,Technical Analysis Using Elliott Wave Theory,u,217
42642,The Basics Of Volume Analysis,u,611
471428,Crash Course on Cost of Capital and Capital Structuring,u,5007
600206,Business Accounting Made Easy,u,1168
283780,Build a DCF Model from Scratch,u,4653
874284,"Weekly Forex Analysis by Baraq FX""""""",u,3035
42640,Technical Analysis - A practical approach for trade entry,u,454
767256,Mastering Technical Analysis : Maximizing Trading Profits,u,325
843854,The Complete Guide to Professional Trading with Elliott Wave,u,228
247558,A Complete Guide to Becoming a Trader on the Forex Market,u,562
696616,Stock Market for Beginners - Complete Starter Toolkit,u,577
205810,Beginners Binary Options Course,u,10540
507486,Technical Analysis 101: Secrets of Trading Revealed,u,912
965306,Forex: What's a Trend and When it is Strong and Reliable,u,2955
1128662,Volatility Trading Analysis with R,u,190
1068986,How To Profit From Stock Market Volatility,u,1736
627706,Awaken the Accountant in You | Master the Accounting Basics,u,1135
255280,WE WILL PAY YOU TO TRADE WITH US,u,2101
628944,Situational Trading: Proven Option Strategy for any Scenario,u,1048
537886,Portfolio Management for CA / CS / CFA exams,u,1740
517938,Algorithmic Trading in MATLAB: WFAToolbox App GUI (Finance),u,1749
779678,Finding an Unlimited Amount of Investors,u,1187
494330,Bookkeeping Made Easy,u,1263
153926,BITCOIN VISUALLY. Part I.,u,115
806122,Learn and Master the Basics of Finance,u,43
725658,FOREX : LearnTo Trade the Improved ( Advanced ) Patterns,u,55
1032234,Mastering the Market : (Technical Analysis + Candlestick),u,18
996542,Mastering Countertrend Trading : High Profit Trading Pattern,u,14
756520,Exam 1 Review - Managerial Accounting (U of H),u,47
768028,* An Integrated Approach to the Fundamentals of Accounting,u,134
73030,Get to grips with the CFA calculator,u,153
476880,Financial Model Fundamentals-Learn the Essential Skills,u,47
773060,Forex: Economic News Trading,u,42
552058,Analyze Real Estate Investments | Financial Modeling,u,120
509512,Forex For Beginners - A Guide To Currency Trading,u,68
497236,Raise Your Credit Score to 800 Or More....,u,844
471556,Financial Management Budgeting Techniques,u,2045
403602,Forex Killing Divergence - How to trade with precision,u,1168
326948,Working Capital Management for CA / CFA / CPA Exams,u,2342
537896,Risk Analysis - Capital Budgeting for CA / CS / CFA exams,u,2268
797762,Corporate Finance 101: Financial Statement Analysis & Ratios,u,967
674350,Mastering Futures Options for Beginners - Your Top 5 Plays!,u,1185
439362,"Professional Options Trading, Simplified",u,631
42634,"Advanced Options Concepts - Probability, Greeks, Simulation",u,968
494800,Accounting Basics - A Complete Study,u,1132
1222836,Case Studies in Macro Economics,u,114
990440,My Forex Strategy that win consistently over and over,u,204
109988,Understand Banks & Financial Markets ,u,1548
815482,Stock Technical Analysis with Python,u,409
569436,How to Become an Accountant from scratch!,u,1169
803664,How to invest in Gold,u,249
213154,Automate Your Finances,u,690
484132,MBA Accounting and Finance for Managers(Paper MS04 of IGNOU),u,1340
640062,Accounting Made Easy: A Quick Guide to Financial Accounting,u,274
363404,Futures/Commodity Training (Basics),u,4863
454724,Cost Accounting Marginal Costing Theory and Practice,u,1923
702278,The Big Volatility Short: The Best Trade On Wall Street!,u,224
323196,Master Finance in Three Hours,u,721
1225686,Learn Options on Futures for Hedging Options and Stocks,u,51
443584,Option selling trading as income source. Beginners friendly,u,1276
1034074,Introduction to Value Growth Investing,u,2768
1209694,Become A Forex Trader - Forex trading like a professional,u,1735
418732,Hedge Fund Trading System,u,8985
757450,Bulletproof Personal Finance: Expert Asset Allocation,u,1119
403468,Financial Accounting: The Complete Introductory Crash Course,u,2591
761808,Learn About Trading Options from a real wallstreet trader,u,1046
614510,Forex Rate -Why it fluctuates -for CA / CMA / CS / CFA Exams,u,2239
519776,How to Build a Massive Stock Portfolio from Zero!,u,1882
805336,Introductory Forex Trading Course,u,5931
828254,Budgeting Hacks to Build Wealth!,u,4931
471440,Accounting and Finance for Bankers - A Comprehensive Study,u,3056
478598,Forex Prep Academy for Beginners-Real trades!,u,1303
394636,Accounting for Deferred Taxes (Professional Course Level),u,2924
512004,TRADING TRUTHS,u,1405
1194426,The Binary Institute - Introductory Course in Binary Options,u,1121
538540,Forex Trading vs Option Trading,u,1776
406922,How to Invest in Stocks + Billionaire Investing Tips,u,1643
743914,Value Investing For Beginners,u,801
419308,TRADING TACTICS,u,951
542028,MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4,u,1278
482534,Ultimate Retirement: Build Your Own Dynamic Retirement Plan,u,1184
716136,build a solid foundation for trading options,u,1115
737514,Forex Scam: Avoid the scam today,u,1086
